jugador,season,Posicion,total_intentos,partidos_jugados,intentos_aro,intentos_cerca,intentos_media_distancia,intentos_triple,intentos_tiro_libre,acierto_aro,acierto_cerca,acierto_media_distancia,acierto_triple,acierto_tiro_libre,proporcion_aro,proporcion_cerca,proporcion_media_distancia,proporcion_triple,proporcion_tiro_libre,porcentaje_acierto_global,altura,edad,peso
Tayshaun Prince,2013,F,1089,97,181,195,447,113,153,0.6298342541436464,0.40512820512820513,0.3668903803131991,0.3805309734513274,0.7189542483660131,0.16620752984389348,0.1790633608815427,0.41046831955922863,0.10376492194674013,0.14049586776859505,0.46831955922865015,2.06,32,212
Tayshaun Prince,2014,F,578,82,90,96,260,72,60,0.7555555555555555,0.3541666666666667,0.3346153846153846,0.2916666666666667,0.5666666666666667,0.15570934256055363,0.16608996539792387,0.44982698961937717,0.1245674740484429,0.10380622837370242,0.42214532871972316,2.06,33,212
Tayshaun Prince,2015,F,467,58,65,67,203,67,65,0.6461538461538462,0.31343283582089554,0.4088669950738916,0.4626865671641791,0.7538461538461538,0.139186295503212,0.14346895074946467,0.4346895074946467,0.14346895074946467,0.139186295503212,0.48394004282655245,2.06,34,212
Tayshaun Prince,2016,F,246,73,27,30,147,23,19,0.7407407407407407,0.4,0.43537414965986393,0.17391304347826086,0.6842105263157895,0.10975609756097561,0.12195121951219512,0.5975609756097561,0.09349593495934959,0.07723577235772358,0.45934959349593496,2.06,35,212
Terance Mann,2020,G-F,111,25,27,22,13,22,27,0.7037037037037037,0.4090909090909091,0.3076923076923077,0.3181818181818182,0.6666666666666666,0.24324324324324326,0.1981981981981982,0.11711711711711711,0.1981981981981982,0.24324324324324326,0.5135135135135135,1.98,23,215
Terance Mann,2021,G-F,576,78,135,122,78,119,122,0.7851851851851852,0.4180327868852459,0.32051282051282054,0.42016806722689076,0.8032786885245902,0.234375,0.21180555555555555,0.13541666666666666,0.2065972222222222,0.21180555555555555,0.5729166666666666,1.98,24,215
Terance Mann,2022,G-F,859,83,185,155,169,186,164,0.7243243243243244,0.4838709677419355,0.3431952662721893,0.3763440860215054,0.7804878048780488,0.21536670547147846,0.18044237485448195,0.19674039580908032,0.21653084982537835,0.1909196740395809,0.5413271245634459,1.98,25,215
Terance Mann,2023,G-F,683,84,150,136,83,187,127,0.7733333333333333,0.4852941176470588,0.39759036144578314,0.40641711229946526,0.7716535433070866,0.21961932650073207,0.19912152269399708,0.12152269399707175,0.27379209370424595,0.18594436310395315,0.5695461200585652,1.98,26,215
Terance Mann,2024,G-F,642,81,137,124,74,204,103,0.8175182481751825,0.49193548387096775,0.33783783783783783,0.36764705882352944,0.8446601941747572,0.21339563862928349,0.19314641744548286,0.11526479750778816,0.3177570093457944,0.16043613707165108,0.5607476635514018,1.98,27,215
Terence Davis,2020,G,531,75,126,57,39,243,66,0.6904761904761905,0.3508771929824561,0.3076923076923077,0.3868312757201646,0.8787878787878788,0.23728813559322035,0.10734463276836158,0.07344632768361582,0.4576271186440678,0.12429378531073447,0.5103578154425612,1.93,22,201
Terence Davis,2021,G,511,58,96,73,49,238,55,0.6666666666666666,0.3287671232876712,0.3877551020408163,0.3697478991596639,0.8181818181818182,0.18786692759295498,0.14285714285714285,0.0958904109589041,0.4657534246575342,0.10763209393346379,0.46966731898238745,1.93,23,201
Terence Davis,2022,G,311,30,53,46,42,126,44,0.6792452830188679,0.43478260869565216,0.4523809523809524,0.30158730158730157,0.8181818181818182,0.17041800643086816,0.14790996784565916,0.13504823151125403,0.40514469453376206,0.1414790996784566,0.4790996784565916,1.93,24,201
Terence Davis,2023,G,429,66,48,52,43,241,45,0.6458333333333334,0.5192307692307693,0.4186046511627907,0.35684647302904565,0.8,0.11188811188811189,0.12121212121212122,0.10023310023310024,0.5617715617715617,0.1048951048951049,0.46153846153846156,1.93,25,201
Terrance Ferguson,2018,G-F,177,50,25,8,16,118,10,0.68,0.5,0.5625,0.3305084745762712,0.9,0.14124293785310735,0.04519774011299435,0.0903954802259887,0.6666666666666666,0.05649717514124294,0.4406779661016949,1.98,19,190
Terrance Ferguson,2019,G-F,507,78,92,20,40,304,51,0.7282608695652174,0.25,0.25,0.3684210526315789,0.7254901960784313,0.1814595660749507,0.03944773175542406,0.07889546351084813,0.5996055226824457,0.10059171597633136,0.4556213017751479,1.98,20,190
Terrance Ferguson,2020,G-F,251,57,26,13,16,176,20,0.6538461538461539,0.3076923076923077,0.5,0.2897727272727273,0.75,0.10358565737051793,0.05179282868525897,0.06374501992031872,0.701195219123506,0.0796812749003984,0.3784860557768924,1.98,21,190
Terrence Jones,2013,F,124,17,37,34,13,20,20,0.7837837837837838,0.29411764705882354,0.23076923076923078,0.25,0.65,0.29838709677419356,0.27419354838709675,0.10483870967741936,0.16129032258064516,0.16129032258064516,0.4838709677419355,2.06,21,252
Terrence Jones,2014,F,958,81,359,227,63,102,207,0.7325905292479109,0.4008810572687225,0.3333333333333333,0.30392156862745096,0.5990338164251208,0.3747390396659708,0.23695198329853862,0.06576200417536535,0.10647181628392484,0.2160751565762004,0.5532359081419624,2.06,22,252
Terrence Jones,2015,F,606,50,199,163,43,53,148,0.678391959798995,0.39263803680981596,0.2558139534883721,0.2830188679245283,0.6283783783783784,0.32838283828382836,0.26897689768976896,0.07095709570957096,0.08745874587458746,0.24422442244224424,0.5247524752475248,2.06,23,252
Terrence Jones,2016,F,468,50,138,110,26,78,116,0.5869565217391305,0.33636363636363636,0.3076923076923077,0.32051282051282054,0.6637931034482759,0.2948717948717949,0.23504273504273504,0.05555555555555555,0.16666666666666666,0.24786324786324787,0.48717948717948717,2.06,24,252
Terrence Jones,2017,F,659,54,187,157,71,74,170,0.6737967914438503,0.3821656050955414,0.36619718309859156,0.25675675675675674,0.6058823529411764,0.283763277693475,0.23823975720789076,0.10773899848254932,0.11229135053110774,0.25796661608497723,0.5068285280728376,2.06,25,252
Terrence Ross,2013,F-G,498,70,74,42,148,192,42,0.7027027027027027,0.5476190476190477,0.30405405405405406,0.3385416666666667,0.7142857142857143,0.14859437751004015,0.08433734939759036,0.2971887550200803,0.3855421686746988,0.08433734939759036,0.43172690763052207,1.98,21,206
Terrence Ross,2014,F-G,899,88,91,98,191,416,103,0.6703296703296703,0.47959183673469385,0.3298429319371728,0.3870192307692308,0.8252427184466019,0.10122358175750834,0.10901001112347053,0.21245828698553948,0.46273637374860954,0.11457174638487208,0.4638487208008899,1.98,22,206
Terrence Ross,2015,F-G,837,86,95,83,211,392,56,0.6,0.3373493975903614,0.4265402843601896,0.36989795918367346,0.7857142857142857,0.1135005973715651,0.0991636798088411,0.2520908004778972,0.46833930704898447,0.06690561529271206,0.4348864994026284,1.98,23,206
Terrence Ross,2016,F-G,822,93,64,52,236,388,82,0.671875,0.46153846153846156,0.4110169491525424,0.3788659793814433,0.7560975609756098,0.07785888077858881,0.06326034063260341,0.2871046228710462,0.4720194647201946,0.09975669099756691,0.4537712895377129,1.98,24,206
Terrence Ross,2017,F-G,824,78,74,71,223,379,77,0.6891891891891891,0.4788732394366197,0.47085201793721976,0.35883905013192613,0.8311688311688312,0.08980582524271845,0.08616504854368932,0.27063106796116504,0.45995145631067963,0.09344660194174757,0.4733009708737864,1.98,25,206
Terrence Ross,2018,F-G,227,24,21,19,60,91,36,0.7142857142857143,0.3157894736842105,0.43333333333333335,0.31868131868131866,0.75,0.09251101321585903,0.08370044052863436,0.2643171806167401,0.4008810572687225,0.15859030837004406,0.45374449339207046,1.98,26,206
Terrence Ross,2019,F-G,1242,86,70,58,365,588,161,0.6857142857142857,0.5,0.43561643835616437,0.38095238095238093,0.8695652173913043,0.05636070853462158,0.04669887278582931,0.2938808373590982,0.47342995169082125,0.12962962962962962,0.4830917874396135,1.98,27,206
Terrence Ross,2020,F-G,1108,74,80,59,248,523,198,0.775,0.3728813559322034,0.4274193548387097,0.34608030592734224,0.8535353535353535,0.07220216606498195,0.05324909747292419,0.22382671480144403,0.4720216606498195,0.17870036101083034,0.48736462093862815,1.98,28,206
Terrence Ross,2021,F-G,754,46,34,79,245,258,138,0.7647058823529411,0.379746835443038,0.4489795918367347,0.34108527131782945,0.8695652173913043,0.04509283819628647,0.10477453580901856,0.3249336870026525,0.3421750663129973,0.1830238726790451,0.4960212201591512,1.98,29,206
Terrence Ross,2022,F-G,684,63,48,78,170,258,130,0.75,0.44871794871794873,0.4411764705882353,0.2868217054263566,0.8615384615384616,0.07017543859649122,0.11403508771929824,0.24853801169590642,0.37719298245614036,0.19005847953216373,0.4853801169590643,1.98,30,206
Terrence Ross,2023,F-G,526,67,16,39,167,270,34,0.75,0.48717948717948717,0.47904191616766467,0.3592592592592593,0.7941176470588235,0.030418250950570342,0.0741444866920152,0.31749049429657794,0.5133079847908745,0.06463878326996197,0.4467680608365019,1.98,31,206
Terrence Williams,2010,F,796,75,237,91,224,100,144,0.5569620253164557,0.4945054945054945,0.23660714285714285,0.31,0.7152777777777778,0.29773869346733667,0.114321608040201,0.2814070351758794,0.12562814070351758,0.18090452261306533,0.457286432160804,1.98,22,220
Terrence Williams,2011,F,136,21,23,30,40,22,21,0.5217391304347826,0.43333333333333335,0.3,0.2727272727272727,0.6666666666666666,0.16911764705882354,0.22058823529411764,0.29411764705882354,0.16176470588235295,0.15441176470588236,0.41911764705882354,1.98,23,220
Terrence Williams,2013,F,130,23,40,9,41,17,23,0.6,0.3333333333333333,0.4634146341463415,0.23529411764705882,0.43478260869565216,0.3076923076923077,0.06923076923076923,0.3153846153846154,0.13076923076923078,0.17692307692307693,0.46153846153846156,1.98,25,220
Terry Rozier,2016,G,140,39,26,25,41,36,12,0.4230769230769231,0.2,0.2926829268292683,0.25,0.8333333333333334,0.18571428571428572,0.17857142857142858,0.29285714285714287,0.2571428571428571,0.08571428571428572,0.3357142857142857,1.85,21,190
Terry Rozier,2017,G,580,89,132,52,98,212,86,0.48484848484848486,0.23076923076923078,0.37755102040816324,0.33490566037735847,0.7790697674418605,0.22758620689655173,0.0896551724137931,0.16896551724137931,0.36551724137931035,0.1482758620689655,0.43275862068965515,1.85,22,190
Terry Rozier,2018,G,1272,99,175,143,246,503,205,0.5542857142857143,0.3356643356643357,0.37398373983739835,0.3717693836978131,0.7853658536585366,0.13757861635220126,0.11242138364779874,0.19339622641509435,0.39544025157232704,0.1611635220125786,0.45990566037735847,1.85,23,190
Terry Rozier,2019,G,833,88,115,98,177,334,109,0.6434782608695652,0.3163265306122449,0.3502824858757062,0.32934131736526945,0.7798165137614679,0.13805522208883553,0.11764705882352941,0.21248499399759904,0.4009603841536615,0.13085234093637454,0.4345738295318127,1.85,24,190
Terry Rozier,2020,G,1134,63,173,168,225,377,191,0.5895953757225434,0.34523809523809523,0.3688888888888889,0.41114058355437666,0.8691099476439791,0.15255731922398588,0.14814814814814814,0.1984126984126984,0.3324514991181658,0.16843033509700175,0.4973544973544973,1.85,25,190
Terry Rozier,2021,G,1357,70,179,207,248,519,204,0.6424581005586593,0.4444444444444444,0.45161290322580644,0.3815028901734104,0.8186274509803921,0.13190862196020633,0.15254237288135594,0.18275607958732498,0.38246131171702286,0.1503316138540899,0.5040530582166544,1.85,26,190
Terry Rozier,2022,G,1369,74,187,215,254,534,179,0.6577540106951871,0.42790697674418604,0.452755905511811,0.36891385767790263,0.8547486033519553,0.13659605551497445,0.1570489408327246,0.18553688823959094,0.39006574141709277,0.13075237399561723,0.4967129291453616,1.85,27,190
Terry Rozier,2023,G,1409,63,200,262,359,368,220,0.655,0.3931297709923664,0.3983286908077994,0.31521739130434784,0.8090909090909091,0.14194464158977999,0.18594748048261178,0.25479063165365506,0.26117814052519517,0.15613910574875797,0.47622427253371186,1.85,28,190
Terry Rozier,2024,G,1196,61,147,230,352,269,198,0.5850340136054422,0.5043478260869565,0.41761363636363635,0.34572490706319703,0.8686868686868687,0.12290969899665552,0.19230769230769232,0.29431438127090304,0.2249163879598662,0.16555183946488294,0.5133779264214047,1.85,29,190
Terry Taylor,2022,G-F,270,30,102,66,17,34,51,0.7450980392156863,0.5909090909090909,0.5294117647058824,0.3235294117647059,0.7058823529411765,0.37777777777777777,0.24444444444444444,0.06296296296296296,0.1259259259259259,0.18888888888888888,0.6333333333333333,1.96,22,230
Terry Taylor,2023,G-F,86,24,31,21,4,19,11,0.7741935483870968,0.42857142857142855,0.25,0.2631578947368421,0.5454545454545454,0.36046511627906974,0.2441860465116279,0.046511627906976744,0.22093023255813954,0.12790697674418605,0.5232558139534884,1.96,23,230
Thabo Sefolosha,2010,G-F,567,87,166,28,131,144,98,0.608433734939759,0.32142857142857145,0.366412213740458,0.3055555555555556,0.6938775510204082,0.2927689594356261,0.04938271604938271,0.2310405643738977,0.25396825396825395,0.1728395061728395,0.47619047619047616,1.98,25,215
Thabo Sefolosha,2011,G-F,491,93,132,48,91,128,92,0.7045454545454546,0.4583333333333333,0.43956043956043955,0.25,0.782608695652174,0.26883910386965376,0.09775967413441955,0.18533604887983707,0.2606924643584521,0.18737270875763748,0.5274949083503055,1.98,26,215
Thabo Sefolosha,2013,G-F,601,91,129,33,65,294,80,0.7441860465116279,0.21212121212121213,0.27692307692307694,0.40816326530612246,0.825,0.2146422628951747,0.05490848585690516,0.10815307820299501,0.4891846921797005,0.13311148086522462,0.5108153078202995,1.98,28,215
Thabo Sefolosha,2014,G-F,468,75,112,33,75,174,74,0.6517857142857143,0.2727272727272727,0.37333333333333335,0.3045977011494253,0.7702702702702703,0.23931623931623933,0.07051282051282051,0.16025641025641027,0.3717948717948718,0.1581196581196581,0.4700854700854701,1.98,29,215
Thabo Sefolosha,2015,G-F,306,51,99,35,37,77,58,0.5959595959595959,0.37142857142857144,0.21621621621621623,0.3116883116883117,0.7758620689655172,0.3235294117647059,0.11437908496732026,0.12091503267973856,0.25163398692810457,0.1895424836601307,0.4869281045751634,1.98,30,215
Thabo Sefolosha,2016,G-F,513,83,150,31,75,143,114,0.64,0.45161290322580644,0.4533333333333333,0.34265734265734266,0.6140350877192983,0.29239766081871343,0.06042884990253411,0.14619883040935672,0.2787524366471735,0.2222222222222222,0.5126705653021443,1.98,31,215
Thabo Sefolosha,2017,G-F,474,64,143,36,98,118,79,0.6293706293706294,0.3055555555555556,0.32653061224489793,0.3474576271186441,0.7088607594936709,0.30168776371308015,0.0759493670886076,0.20675105485232068,0.2489451476793249,0.16666666666666666,0.48523206751054854,1.98,32,215
Thabo Sefolosha,2018,G-F,294,38,72,36,51,81,54,0.6944444444444444,0.4444444444444444,0.4117647058823529,0.38271604938271603,0.8148148148148148,0.24489795918367346,0.12244897959183673,0.17346938775510204,0.2755102040816326,0.1836734693877551,0.5510204081632653,1.98,33,215
Thabo Sefolosha,2019,G-F,185,53,36,22,24,81,22,0.5277777777777778,0.5909090909090909,0.3333333333333333,0.4074074074074074,0.6363636363636364,0.1945945945945946,0.11891891891891893,0.12972972972972974,0.43783783783783786,0.11891891891891893,0.4702702702702703,1.98,34,215
Thabo Sefolosha,2020,G-F,99,31,23,6,8,54,8,0.8260869565217391,0.16666666666666666,0.25,0.2777777777777778,0.375,0.23232323232323232,0.06060606060606061,0.08080808080808081,0.5454545454545454,0.08080808080808081,0.40404040404040403,1.98,35,215
Thaddeus Young,2010,F,978,67,366,153,156,138,165,0.6229508196721312,0.38562091503267976,0.30128205128205127,0.34782608695652173,0.6909090909090909,0.37423312883435583,0.15644171779141106,0.15950920245398773,0.1411042944785276,0.1687116564417178,0.5071574642126789,2.03,21,225
Thaddeus Young,2011,F,1086,86,397,237,242,23,187,0.7405541561712846,0.3881856540084388,0.35537190082644626,0.2608695652173913,0.6951871657754011,0.36556169429097607,0.21823204419889503,0.22283609576427257,0.02117863720073665,0.1721915285451197,0.5598526703499079,2.03,22,225
Thaddeus Young,2013,F,1140,76,394,274,276,8,188,0.6903553299492385,0.45255474452554745,0.391304347826087,0.125,0.5691489361702128,0.3456140350877193,0.24035087719298245,0.24210526315789474,0.007017543859649123,0.1649122807017544,0.5368421052631579,2.03,24,225
Thaddeus Young,2014,F,1512,79,457,310,228,288,229,0.6542669584245077,0.3903225806451613,0.32456140350877194,0.3055555555555556,0.7117903930131004,0.30224867724867727,0.20502645502645503,0.15079365079365079,0.19047619047619047,0.15145502645502645,0.49272486772486773,2.03,25,225
Thaddeus Young,2015,F,1240,82,378,321,210,119,212,0.6164021164021164,0.43302180685358255,0.3238095238095238,0.31932773109243695,0.6415094339622641,0.30483870967741933,0.25887096774193546,0.1693548387096774,0.09596774193548387,0.17096774193548386,0.49516129032258066,2.03,26,225
Thaddeus Young,2016,F,1115,73,319,415,189,29,163,0.6269592476489029,0.4963855421686747,0.3862433862433862,0.20689655172413793,0.6441717791411042,0.2860986547085202,0.3721973094170404,0.16950672645739912,0.02600896860986547,0.14618834080717488,0.5291479820627802,2.03,27,225
Thaddeus Young,2017,F,823,78,303,222,81,121,96,0.6567656765676567,0.49099099099099097,0.37037037037037035,0.371900826446281,0.5208333333333334,0.36816524908869985,0.26974483596597815,0.09842041312272175,0.14702308626974483,0.1166464155528554,0.5261239368165249,2.03,28,225
Thaddeus Young,2018,F,1030,88,348,258,136,183,105,0.6522988505747126,0.45348837209302323,0.40441176470588236,0.31693989071038253,0.5714285714285714,0.3378640776699029,0.2504854368932039,0.13203883495145632,0.17766990291262136,0.10194174757281553,0.5019417475728155,2.03,29,225
Thaddeus Young,2019,F,1026,85,366,294,72,152,142,0.6721311475409836,0.48299319727891155,0.2777777777777778,0.34868421052631576,0.6408450704225352,0.3567251461988304,0.28654970760233917,0.07017543859649122,0.14814814814814814,0.13840155945419103,0.5380116959064327,2.03,30,225
Thaddeus Young,2020,F,674,64,176,169,39,218,72,0.6477272727272727,0.3905325443786982,0.358974358974359,0.3440366972477064,0.5833333333333334,0.26112759643916916,0.2507418397626113,0.057863501483679525,0.32344213649851633,0.10682492581602374,0.46142433234421365,2.03,31,225
Thaddeus Young,2021,F,776,68,258,314,47,44,113,0.6705426356589147,0.5318471337579618,0.3829787234042553,0.2727272727272727,0.6283185840707964,0.3324742268041237,0.40463917525773196,0.06056701030927835,0.05670103092783505,0.14561855670103094,0.5682989690721649,2.03,32,225
