jugador,season,Posicion,total_intentos,partidos_jugados,intentos_aro,intentos_cerca,intentos_media_distancia,intentos_triple,intentos_tiro_libre,acierto_aro,acierto_cerca,acierto_media_distancia,acierto_triple,acierto_tiro_libre,proporcion_aro,proporcion_cerca,proporcion_media_distancia,proporcion_triple,proporcion_tiro_libre,porcentaje_acierto_global,altura,edad,peso
Stephen Curry,2011,G,1279,74,166,136,408,342,227,0.6626506024096386,0.39705882352941174,0.4632352941176471,0.4415204678362573,0.933920704845815,0.12978889757623144,0.10633307271305707,0.3189992181391712,0.26739640344018767,0.17748240813135263,0.5598123534010946,1.88,22,185
Stephen Curry,2013,G,1933,89,162,181,612,651,327,0.6049382716049383,0.35359116022099446,0.4624183006535948,0.4270353302611367,0.9021406727828746,0.08380755302638386,0.09363683393688567,0.3166063114330057,0.33678220382824625,0.16916709777547853,0.5266425245732023,1.88,24,185
Stephen Curry,2014,G,1905,86,211,149,519,634,392,0.6255924170616114,0.40939597315436244,0.5067437379576107,0.39589905362776023,0.8852040816326531,0.11076115485564304,0.07821522309711286,0.27244094488188975,0.33280839895013126,0.2057742782152231,0.5532808398950131,1.88,25,185
Stephen Curry,2015,G,2248,102,302,202,476,816,452,0.6986754966887417,0.44554455445544555,0.4411764705882353,0.4264705882352941,0.8938053097345132,0.13434163701067617,0.0898576512455516,0.2117437722419929,0.36298932384341637,0.20106761565836298,0.5618327402135231,1.88,26,185
Stephen Curry,2016,G,2419,98,388,187,365,996,483,0.6752577319587629,0.42780748663101603,0.4849315068493151,0.42971887550200805,0.9089026915113871,0.16039685820587019,0.07730467135179826,0.15088879702356345,0.4117403885903266,0.1996692848284415,0.572964034725093,1.88,27,185
Stephen Curry,2017,G,2247,97,348,160,366,897,476,0.6436781609195402,0.4375,0.49453551912568305,0.40022296544035674,0.8991596638655462,0.1548731642189586,0.07120605251446373,0.1628838451268358,0.3991989319092123,0.2118380062305296,0.5616377392078327,1.88,28,185
Stephen Curry,2018,G,1505,66,178,122,265,601,339,0.6910112359550562,0.48360655737704916,0.5358490566037736,0.39600665557404324,0.9233038348082596,0.11827242524916944,0.08106312292358804,0.1760797342192691,0.39933554817275746,0.22524916943521595,0.5813953488372093,1.88,29,185
Stephen Curry,2019,G,2239,92,212,210,437,935,445,0.6698113207547169,0.4714285714285714,0.4851258581235698,0.40106951871657753,0.9258426966292135,0.09468512728896829,0.09379187137114783,0.19517641804376953,0.417597141581063,0.19874944171505135,0.5538186690486825,1.88,30,185
Stephen Curry,2020,G,108,5,16,6,15,45,26,0.75,0.3333333333333333,0.5333333333333333,0.24444444444444444,1,0.14814814814814814,0.05555555555555555,0.1388888888888889,0.4166666666666667,0.24074074074074073,0.5462962962962963,1.88,31,185
Stephen Curry,2021,G,1845,66,171,239,359,666,410,0.6842105263157895,0.5313807531380753,0.479108635097493,0.4159159159159159,0.9170731707317074,0.09268292682926829,0.12953929539295392,0.194579945799458,0.36097560975609755,0.2222222222222222,0.5794037940379404,1.88,32,185
Stephen Curry,2022,G,2120,87,151,287,476,779,427,0.6357615894039735,0.5261324041811847,0.45168067226890757,0.3748395378690629,0.8946135831381733,0.07122641509433962,0.13537735849056604,0.22452830188679246,0.36745283018867925,0.20141509433962265,0.5358490566037736,1.88,33,185
Stephen Curry,2023,G,1783,69,127,308,385,624,339,0.7716535433070866,0.5681818181818182,0.44675324675324674,0.4150641025641026,0.9026548672566371,0.071228266965788,0.17274256870443072,0.21592821088053843,0.3499719573752103,0.19012899607403252,0.5664610207515424,1.88,34,185
Stephen Curry,2024,G,1805,76,86,278,434,680,327,0.686046511627907,0.5323741007194245,0.4078341013824885,0.4117647058823529,0.9235474006116208,0.04764542936288089,0.15401662049861495,0.2404432132963989,0.3767313019390582,0.1811634349030471,0.535180055401662,1.88,35,185
Stephen Graham,2010,G,309,63,85,16,92,51,65,0.6,0.5,0.4782608695652174,0.3137254901960784,0.6461538461538462,0.2750809061488673,0.05177993527508091,0.2977346278317152,0.1650485436893204,0.21035598705501618,0.5210355987055016,1.98,27,215
Stephen Graham,2011,G,238,50,31,28,120,21,38,0.5483870967741935,0.42857142857142855,0.39166666666666666,0.23809523809523808,0.8157894736842105,0.13025210084033614,0.11764705882352941,0.5042016806722689,0.08823529411764706,0.15966386554621848,0.47058823529411764,1.98,28,215
Stephen Jackson,2010,F-G,1946,85,479,134,461,411,461,0.5553235908141962,0.373134328358209,0.38177874186550975,0.32116788321167883,0.7787418655097614,0.24614594039054472,0.06885919835560124,0.236896197327852,0.21120246659815006,0.236896197327852,0.5051387461459403,2.03,31,218
Stephen Jackson,2011,F-G,1345,66,260,122,311,353,299,0.5653846153846154,0.3442622950819672,0.39228295819935693,0.3342776203966006,0.8160535117056856,0.19330855018587362,0.09070631970260223,0.2312267657992565,0.26245353159851303,0.22230483271375465,0.5003717472118959,2.03,32,218
Stephen Jackson,2013,F-G,398,55,80,44,36,168,70,0.5625,0.4090909090909091,0.3888888888888889,0.26785714285714285,0.7,0.20100502512562815,0.11055276381909548,0.09045226130653267,0.4221105527638191,0.17587939698492464,0.4296482412060301,2.03,34,218
Sterling Brown,2018,G,234,54,49,35,34,92,24,0.5714285714285714,0.2571428571428571,0.47058823529411764,0.34782608695652173,0.875,0.2094017094017094,0.14957264957264957,0.1452991452991453,0.39316239316239315,0.10256410256410256,0.452991452991453,1.96,22,219
Sterling Brown,2019,G,403,66,109,55,20,166,53,0.6330275229357798,0.41818181818181815,0.45,0.35542168674698793,0.6981132075471698,0.2704714640198511,0.13647642679900746,0.04962779156327544,0.4119106699751861,0.1315136476426799,0.48883374689826303,1.96,23,219
Sterling Brown,2020,G,297,49,53,37,36,131,40,0.6037735849056604,0.2972972972972973,0.3055555555555556,0.31297709923664124,0.8,0.17845117845117844,0.12457912457912458,0.12121212121212122,0.44107744107744107,0.13468013468013468,0.4276094276094276,1.96,24,219
Sterling Brown,2021,G,366,50,63,38,30,204,31,0.6507936507936508,0.3684210526315789,0.3,0.4215686274509804,0.8064516129032258,0.1721311475409836,0.10382513661202186,0.08196721311475409,0.5573770491803278,0.08469945355191257,0.4781420765027322,1.96,25,219
Sterling Brown,2022,G,187,52,30,25,17,93,22,0.6333333333333333,0.36,0.47058823529411764,0.27956989247311825,0.8636363636363636,0.16042780748663102,0.13368983957219252,0.09090909090909091,0.49732620320855614,0.11764705882352941,0.43315508021390375,1.96,26,219
Steve Blake,2010,G,569,77,45,18,165,293,48,0.5777777777777777,0.4444444444444444,0.40606060606060607,0.39590443686006827,0.75,0.07908611599297012,0.03163444639718805,0.28998242530755713,0.5149384885764499,0.0843585237258348,0.4446397188049209,1.91,29,172
Steve Blake,2011,G,359,86,11,26,81,211,30,0.5454545454545454,0.15384615384615385,0.345679012345679,0.3744075829383886,0.8666666666666667,0.03064066852367688,0.07242339832869081,0.22562674094707522,0.5877437325905293,0.08356545961002786,0.3983286908077994,1.91,30,172
Steve Blake,2013,G,333,47,19,21,76,181,36,0.631578947368421,0.2857142857142857,0.40789473684210525,0.4198895027624309,0.7777777777777778,0.057057057057057055,0.06306306306306306,0.22822822822822822,0.5435435435435435,0.10810810810810811,0.4594594594594595,1.91,32,172
Steve Blake,2014,G,388,58,25,14,98,211,40,0.64,0.2857142857142857,0.3163265306122449,0.3791469194312796,0.75,0.06443298969072164,0.03608247422680412,0.25257731958762886,0.5438144329896907,0.10309278350515463,0.41494845360824745,1.91,33,172
Steve Blake,2015,G,381,83,21,15,78,224,43,0.5238095238095238,0.26666666666666666,0.4230769230769231,0.3392857142857143,0.7209302325581395,0.05511811023622047,0.03937007874015748,0.2047244094488189,0.5879265091863517,0.11286089238845144,0.4068241469816273,1.91,34,172
Steve Blake,2016,G,267,62,26,13,57,149,22,0.6923076923076923,0.23076923076923078,0.38596491228070173,0.3422818791946309,0.7727272727272727,0.09737827715355805,0.04868913857677903,0.21348314606741572,0.5580524344569289,0.08239700374531835,0.4157303370786517,1.91,35,172
Steve Nash,2010,G,1469,97,181,118,533,338,299,0.7182320441988951,0.4661016949152542,0.50093808630394,0.42011834319526625,0.9264214046822743,0.12321307011572498,0.08032675289312458,0.36283185840707965,0.23008849557522124,0.20353982300884957,0.5929203539823009,1.91,35,195
Steve Nash,2011,G,1048,74,108,138,354,200,248,0.75,0.5,0.4604519774011299,0.395,0.9112903225806451,0.10305343511450382,0.1316793893129771,0.3377862595419847,0.19083969465648856,0.2366412213740458,0.5896946564885496,1.91,36,195
Steve Nash,2013,G,617,52,66,85,215,130,121,0.6818181818181818,0.4470588235294118,0.4930232558139535,0.4230769230769231,0.9256198347107438,0.10696920583468396,0.13776337115072934,0.34846029173419774,0.2106969205834684,0.19611021069692058,0.5769854132901134,1.91,38,195
Steve Nash,2014,G,118,15,10,11,50,23,24,0.5,0.45454545454545453,0.38,0.30434782608695654,0.9166666666666666,0.0847457627118644,0.09322033898305085,0.423728813559322,0.19491525423728814,0.2033898305084746,0.4915254237288136,1.91,39,195
Steve Novak,2010,F,113,32,1,1,33,69,9,1,0,0.5454545454545454,0.3188405797101449,0.7777777777777778,0.008849557522123894,0.008849557522123894,0.2920353982300885,0.6106194690265486,0.07964601769911504,0.4247787610619469,2.08,26,225
Steve Novak,2013,F,475,88,3,4,76,359,33,0.6666666666666666,0.5,0.3684210526315789,0.4233983286908078,0.9090909090909091,0.00631578947368421,0.008421052631578947,0.16,0.7557894736842106,0.06947368421052631,0.45052631578947366,2.08,29,225
Steve Novak,2014,F,155,43,1,2,23,123,6,0,0,0.34782608695652173,0.42276422764227645,1,0.0064516129032258064,0.012903225806451613,0.14838709677419354,0.7935483870967742,0.03870967741935484,0.4258064516129032,2.08,30,225
Steven Adams,2014,C,388,84,147,70,12,0,159,0.6530612244897959,0.34285714285714286,0.25,NA,0.5471698113207547,0.3788659793814433,0.18041237113402062,0.030927835051546393,0,0.4097938144329897,0.5412371134020618,2.11,20,265
Steven Adams,2015,C,603,70,230,151,15,2,205,0.6652173913043479,0.3841059602649007,0.3333333333333333,0,0.5024390243902439,0.3814262023217247,0.2504145936981758,0.024875621890547265,0.003316749585406302,0.33996683250414594,0.5290215588723052,2.11,21,265
Steven Adams,2016,C,786,98,354,146,16,1,269,0.6666666666666666,0.4863013698630137,0.5,0,0.5947955390334573,0.45038167938931295,0.18575063613231552,0.020356234096692113,0.001272264631043257,0.3422391857506361,0.6043256997455471,2.11,22,265
Steven Adams,2017,C,950,85,367,275,38,2,268,0.6811989100817438,0.4690909090909091,0.34210526315789475,0,0.6007462686567164,0.3863157894736842,0.2894736842105263,0.04,0.002105263157894737,0.28210526315789475,0.5821052631578948,2.11,23,265
Steven Adams,2018,C,1044,81,499,196,49,2,298,0.6953907815631263,0.4846938775510204,0.4897959183673469,0,0.5671140939597316,0.4779693486590038,0.18773946360153257,0.04693486590038314,0.0019157088122605363,0.28544061302681994,0.6082375478927203,2.11,24,265
Steven Adams,2019,C,1151,85,509,279,60,3,300,0.6915520628683693,0.45161290322580644,0.5166666666666667,0,0.49666666666666665,0.4422241529105126,0.24239791485664638,0.052128583840139006,0.0026064291920069507,0.26064291920069504,0.5716768027801912,2.11,25,265
Steven Adams,2020,C,751,70,262,221,43,4,221,0.7290076335877863,0.46153846153846156,0.46511627906976744,0.25,0.5701357466063348,0.3488681757656458,0.29427430093209056,0.05725699067909454,0.005326231691078562,0.29427430093209056,0.5858854860186418,2.11,26,265
Steven Adams,2021,C,443,58,186,95,24,3,135,0.7043010752688172,0.5052631578947369,0.4166666666666667,0,0.4444444444444444,0.4198645598194131,0.2144469525959368,0.05417607223476298,0.006772009029345372,0.3047404063205418,0.5620767494356659,2.11,27,265
Steven Adams,2022,C,614,80,254,131,19,0,210,0.6220472440944882,0.4122137404580153,0.3684210526315789,NA,0.5428571428571428,0.41368078175895767,0.21335504885993486,0.030944625407166124,0,0.34201954397394135,0.5423452768729642,2.11,28,265
Steven Adams,2023,C,392,42,169,87,6,1,129,0.6449704142011834,0.5172413793103449,0.5,0,0.3643410852713178,0.43112244897959184,0.22193877551020408,0.015306122448979591,0.002551020408163265,0.32908163265306123,0.5204081632653061,2.11,29,265
Sundiata Gaines,2010,G,136,32,23,11,27,27,48,0.6521739130434783,0.6363636363636364,0.48148148148148145,0.2962962962962963,0.4791666666666667,0.16911764705882354,0.08088235294117647,0.19852941176470587,0.19852941176470587,0.35294117647058826,0.4852941176470588,1.85,23,185
Sundiata Gaines,2011,G,141,24,25,16,26,38,36,0.68,0.25,0.46153846153846156,0.23684210526315788,0.5,0.1773049645390071,0.11347517730496454,0.18439716312056736,0.2695035460992908,0.2553191489361702,0.425531914893617,1.85,24,185
Svi Mykhailiuk,2021,G-F,556,65,95,63,62,286,50,0.6736842105263158,0.3333333333333333,0.46774193548387094,0.32867132867132864,0.76,0.17086330935251798,0.11330935251798561,0.11151079136690648,0.5143884892086331,0.08992805755395683,0.44244604316546765,2.01,23,205
Svi Mykhailiuk,2022,G-F,274,55,44,30,35,127,38,0.6136363636363636,0.5,0.2571428571428571,0.31496062992125984,0.868421052631579,0.16058394160583941,0.10948905109489052,0.12773722627737227,0.4635036496350365,0.1386861313868613,0.45255474452554745,2.01,24,205
Svi Mykhailiuk,2023,G-F,212,28,35,17,39,82,39,0.6857142857142857,0.17647058823529413,0.41025641025641024,0.4146341463414634,0.6666666666666666,0.1650943396226415,0.08018867924528301,0.18396226415094338,0.3867924528301887,0.18396226415094338,0.4858490566037736,2.01,25,205
Svi Mykhailiuk,2024,G-F,158,39,15,8,23,103,9,0.6,0.75,0.34782608695652173,0.3592233009708738,0.6666666666666666,0.0949367088607595,0.05063291139240506,0.14556962025316456,0.6518987341772152,0.056962025316455694,0.4177215189873418,2.01,26,205
T.J. Ford,2010,G,553,47,127,47,194,50,135,0.5433070866141733,0.46808510638297873,0.4484536082474227,0.16,0.7703703703703704,0.22965641952983726,0.08499095840867993,0.3508137432188065,0.09041591320072333,0.244122965641953,0.5244122965641953,1.83,26,165
T.J. Ford,2011,G,287,43,40,47,119,33,48,0.5,0.3404255319148936,0.42857142857142855,0.21212121212121213,0.7291666666666666,0.13937282229965156,0.16376306620209058,0.4146341463414634,0.11498257839721254,0.1672473867595819,0.44947735191637633,1.83,27,165
T.J. Leaf,2018,F,152,44,46,23,25,42,16,0.5869565217391305,0.43478260869565216,0.36,0.42857142857142855,0.625,0.3026315789473684,0.1513157894736842,0.16447368421052633,0.27631578947368424,0.10526315789473684,0.4868421052631579,2.08,20,222
T.J. Leaf,2019,F,219,52,78,56,20,32,33,0.7051282051282052,0.5357142857142857,0.3,0.25,0.6363636363636364,0.3561643835616438,0.2557077625570776,0.091324200913242,0.1461187214611872,0.1506849315068493,0.547945205479452,2.08,21,222
T.J. Leaf,2020,F,102,25,39,22,7,18,16,0.5897435897435898,0.3181818181818182,0.14285714285714285,0.2777777777777778,0.4375,0.38235294117647056,0.21568627450980393,0.06862745098039216,0.17647058823529413,0.1568627450980392,0.4215686274509804,2.08,22,222
T.J. McConnell,2016,G,503,79,80,116,179,87,41,0.5875,0.4827586206896552,0.4692737430167598,0.3333333333333333,0.6341463414634146,0.15904572564612326,0.23061630218687873,0.3558648111332008,0.17296222664015903,0.08151093439363817,0.48111332007952284,1.85,23,190
T.J. McConnell,2017,G,413,56,111,106,90,42,64,0.6126126126126126,0.4339622641509434,0.35555555555555557,0.21428571428571427,0.8125,0.2687651331719128,0.2566585956416465,0.2179176755447942,0.1016949152542373,0.1549636803874092,0.5012106537530266,1.85,24,190
T.J. McConnell,2018,G,502,84,105,116,172,66,44,0.7047619047619048,0.5,0.43023255813953487,0.4393939393939394,0.7727272727272727,0.20916334661354583,0.23107569721115537,0.3426294820717131,0.13147410358565736,0.08764940239043825,0.5358565737051793,1.85,25,190
T.J. McConnell,2019,G,484,84,91,107,207,42,37,0.6813186813186813,0.5046728971962616,0.4927536231884058,0.3333333333333333,0.7837837837837838,0.18801652892561985,0.22107438016528927,0.42768595041322316,0.08677685950413223,0.07644628099173553,0.5392561983471075,1.85,26,190
T.J. McConnell,2020,G,464,73,116,120,169,15,44,0.6206896551724138,0.5416666666666666,0.4319526627218935,0.3333333333333333,0.8181818181818182,0.25,0.25862068965517243,0.3642241379310345,0.032327586206896554,0.09482758620689655,0.540948275862069,1.85,27,190
T.J. McConnell,2021,G,555,71,155,173,130,48,49,0.6709677419354839,0.5491329479768786,0.5461538461538461,0.2916666666666667,0.6938775510204082,0.27927927927927926,0.3117117117117117,0.23423423423423423,0.08648648648648649,0.08828828828828829,0.572972972972973,1.85,28,190
T.J. McConnell,2022,G,231,26,48,75,52,33,23,0.5,0.6,0.40384615384615385,0.30303030303030304,0.8260869565217391,0.2077922077922078,0.3246753246753247,0.22510822510822512,0.14285714285714285,0.09956709956709957,0.5151515151515151,1.85,29,190
T.J. McConnell,2023,G,589,75,146,200,117,58,68,0.684931506849315,0.5,0.49572649572649574,0.43103448275862066,0.8529411764705882,0.24787775891341257,0.3395585738539898,0.19864176570458403,0.09847198641765705,0.11544991511035653,0.5789473684210527,1.85,30,190
T.J. McConnell,2024,G,869,89,162,327,233,68,79,0.7160493827160493,0.5229357798165137,0.47639484978540775,0.36764705882352944,0.810126582278481,0.18642117376294592,0.3762945914844649,0.2681242807825086,0.07825086306098965,0.09090909090909091,0.5604142692750288,1.85,31,190
T.J. Warren,2015,F,233,38,88,60,45,21,19,0.7045454545454546,0.5166666666666667,0.3333333333333333,0.23809523809523808,0.7368421052631579,0.3776824034334764,0.2575107296137339,0.19313304721030042,0.09012875536480687,0.0815450643776824,0.5450643776824035,2.03,21,220
T.J. Warren,2016,F,484,47,95,89,166,70,64,0.6631578947368421,0.4044943820224719,0.45180722891566266,0.4,0.703125,0.1962809917355372,0.18388429752066116,0.34297520661157027,0.1446280991735537,0.1322314049586777,0.5103305785123967,2.03,22,220
T.J. Warren,2017,F,84,4,16,16,25,10,17,0.6875,0.4375,0.52,0.3,0.8235294117647058,0.19047619047619047,0.19047619047619047,0.2976190476190476,0.11904761904761904,0.20238095238095238,0.5714285714285714,2.03,23,220
T.J. Warren,2019,F,475,27,111,88,82,117,77,0.6936936936936937,0.36363636363636365,0.3780487804878049,0.41025641025641024,0.7662337662337663,0.2336842105263158,0.18526315789473685,0.1726315789473684,0.2463157894736842,0.16210526315789472,0.52,2.03,25,220
T.J. Warren,2020,F,1278,71,264,203,359,239,213,0.7689393939393939,0.49261083743842365,0.47075208913649025,0.39330543933054396,0.8262910798122066,0.20657276995305165,0.15884194053208137,0.2809076682316119,0.18701095461658843,0.16666666666666666,0.5805946791862285,2.03,26,220
T.J. Warren,2023,F,328,44,38,73,105,73,39,0.7368421052631579,0.4520547945205479,0.5142857142857142,0.3150684931506849,0.7948717948717948,0.11585365853658537,0.2225609756097561,0.3201219512195122,0.2225609756097561,0.11890243902439024,0.5152439024390244,2.03,29,220
Taj Gibson,2010,F-C,852,86,308,89,269,0,186,0.5844155844155844,0.449438202247191,0.39776951672862454,NA,0.6397849462365591,0.3615023474178404,0.10446009389671361,0.31572769953051644,0,0.21830985915492956,0.5234741784037559,2.06,24,232
Taj Gibson,2011,F-C,741,95,202,121,246,9,163,0.6683168316831684,0.4132231404958678,0.3699186991869919,0.1111111111111111,0.6687116564417178,0.2726045883940621,0.1632928475033738,0.3319838056680162,0.012145748987854251,0.21997300944669365,0.5209176788124157,2.06,25,232
Taj Gibson,2013,F-C,648,76,197,106,188,6,151,0.6548223350253807,0.36792452830188677,0.3776595744680851,0,0.695364238410596,0.30401234567901236,0.16358024691358025,0.29012345679012347,0.009259259259259259,0.2330246913580247,0.5308641975308642,2.06,27,232
Taj Gibson,2014,F-C,1270,87,345,217,384,7,317,0.663768115942029,0.3686635944700461,0.3958333333333333,0,0.750788643533123,0.27165354330708663,0.17086614173228346,0.30236220472440944,0.005511811023622047,0.24960629921259841,0.5503937007874016,2.06,28,232
Taj Gibson,2015,F-C,787,72,297,131,145,0,214,0.6464646464646465,0.3511450381679389,0.3448275862068966,NA,0.7149532710280374,0.37738246505717915,0.16645489199491742,0.18424396442185514,0,0.2719186785260483,0.5603557814485387,2.06,29,232
Taj Gibson,2016,F-C,632,72,226,119,139,3,145,0.6371681415929203,0.46218487394957986,0.39568345323741005,0,0.6896551724137931,0.3575949367088608,0.18829113924050633,0.2199367088607595,0.004746835443037975,0.22943037974683544,0.560126582278481,2.06,30,232
Taj Gibson,2017,F-C,908,83,297,227,205,13,166,0.6835016835016835,0.44933920704845814,0.375609756097561,0.23076923076923078,0.7228915662650602,0.32709251101321585,0.25,0.22577092511013216,0.014317180616740088,0.1828193832599119,0.5561674008810573,2.06,31,232
Taj Gibson,2018,F-C,946,87,339,207,177,35,188,0.7610619469026548,0.4975845410628019,0.4011299435028249,0.2,0.7712765957446809,0.3583509513742072,0.21881606765327696,0.18710359408033828,0.03699788583509514,0.19873150105708245,0.6173361522198731,2.06,32,232
Taj Gibson,2019,F-C,714,70,270,152,81,34,177,0.7074074074074074,0.4276315789473684,0.4567901234567901,0.3235294117647059,0.7570621468926554,0.37815126050420167,0.21288515406162464,0.1134453781512605,0.047619047619047616,0.24789915966386555,0.6134453781512605,2.06,33,232
Taj Gibson,2020,F-C,342,61,152,51,69,14,56,0.7236842105263158,0.45098039215686275,0.43478260869565216,0.2857142857142857,0.7321428571428571,0.4444444444444444,0.14912280701754385,0.20175438596491227,0.04093567251461988,0.16374269005847952,0.6081871345029239,2.06,34,232
Taj Gibson,2021,F-C,234,49,100,41,22,15,56,0.79,0.4878048780487805,0.4090909090909091,0.2,0.7321428571428571,0.42735042735042733,0.1752136752136752,0.09401709401709402,0.0641025641025641,0.23931623931623933,0.6495726495726496,2.06,35,232
Taj Gibson,2022,F-C,218,47,63,32,33,38,52,0.6666666666666666,0.46875,0.42424242424242425,0.39473684210526316,0.8076923076923077,0.2889908256880734,0.14678899082568808,0.15137614678899083,0.1743119266055046,0.23853211009174313,0.5871559633027523,2.06,36,232
Taj Gibson,2023,F-C,167,45,34,38,30,23,42,0.7941176470588235,0.4473684210526316,0.43333333333333335,0.34782608695652173,0.7142857142857143,0.20359281437125748,0.2275449101796407,0.17964071856287425,0.1377245508982036,0.25149700598802394,0.5688622754491018,2.06,37,232
Talen Horton-Tucker,2021,G-F,648,70,170,148,86,110,134,0.6352941176470588,0.4527027027027027,0.36046511627906974,0.2727272727272727,0.7686567164179104,0.2623456790123457,0.22839506172839505,0.13271604938271606,0.1697530864197531,0.20679012345679013,0.5231481481481481,1.93,20,234
Talen Horton-Tucker,2022,G-F,663,60,122,147,119,150,125,0.6311475409836066,0.4489795918367347,0.3697478991596639,0.24666666666666667,0.8,0.18401206636500755,0.22171945701357465,0.1794871794871795,0.22624434389140272,0.1885369532428356,0.48868778280542985,1.93,21,234
Talen Horton-Tucker,2023,G-F,781,64,120,215,113,165,168,0.6416666666666667,0.4418604651162791,0.34513274336283184,0.2787878787878788,0.75,0.15364916773367476,0.2752880921895006,0.1446862996158771,0.2112676056338028,0.21510883482714468,0.49039692701664533,1.93,22,234
Talen Horton-Tucker,2024,G-F,574,51,72,156,83,154,109,0.6527777777777778,0.4230769230769231,0.21686746987951808,0.34415584415584416,0.8073394495412844,0.1254355400696864,0.27177700348432055,0.1445993031358885,0.2682926829268293,0.18989547038327526,0.4738675958188153,1.93,23,234
Tari Eason,2023,F,805,82,243,214,37,166,145,0.6460905349794238,0.34579439252336447,0.1891891891891892,0.3493975903614458,0.7517241379310344,0.3018633540372671,0.26583850931677017,0.04596273291925466,0.2062111801242236,0.18012422360248448,0.5031055900621118,2.03,21,215
Tari Eason,2024,F,222,22,74,42,23,50,33,0.5945945945945946,0.35714285714285715,0.4782608695652174,0.36,0.6363636363636364,0.3333333333333333,0.1891891891891892,0.1036036036036036,0.22522522522522523,0.14864864864864866,0.49099099099099097,2.03,22,215
Tarik Black,2015,C-F,391,60,179,75,18,1,118,0.659217877094972,0.48,0.16666666666666666,0,0.5508474576271186,0.4578005115089514,0.1918158567774936,0.04603580562659847,0.0025575447570332483,0.30179028132992325,0.5677749360613811,2.06,23,250
Tarik Black,2016,C-F,146,35,68,26,7,0,45,0.6617647058823529,0.3076923076923077,0.14285714285714285,NA,0.4222222222222222,0.4657534246575342,0.1780821917808219,0.04794520547945205,0,0.3082191780821918,0.5,2.06,24,250
Tarik Black,2017,C-F,402,66,187,86,18,2,109,0.6310160427807486,0.3023255813953488,0.2777777777777778,0.5,0.7522935779816514,0.4651741293532338,0.21393034825870647,0.04477611940298507,0.004975124378109453,0.27114427860696516,0.5771144278606966,2.06,25,250
Tarik Black,2018,C-F,194,41,85,32,3,11,63,0.7411764705882353,0.375,0,0.09090909090909091,0.4603174603174603,0.4381443298969072,0.16494845360824742,0.015463917525773196,0.05670103092783505,0.3247422680412371,0.5412371134020618,2.06,26,250
Taurean Prince,2017,F,437,60,116,55,55,112,99,0.5689655172413793,0.4,0.34545454545454546,0.32142857142857145,0.797979797979798,0.2654462242562929,0.12585812356979406,0.12585812356979406,0.2562929061784897,0.22654462242562928,0.5080091533180778,1.98,22,218
Taurean Prince,2018,F,1161,83,196,166,175,444,180,0.6632653061224489,0.3614457831325301,0.3142857142857143,0.38963963963963966,0.8444444444444444,0.16881998277347116,0.1429801894918174,0.1507321274763135,0.38242894056847543,0.15503875968992248,0.4909560723514212,1.98,23,218
Taurean Prince,2019,F,710,55,94,79,134,287,116,0.7127659574468085,0.379746835443038,0.417910447761194,0.3797909407665505,0.8189655172413793,0.1323943661971831,0.11126760563380282,0.18873239436619718,0.4042253521126761,0.16338028169014085,0.5028169014084507,1.98,24,218
Taurean Prince,2020,F,828,64,131,90,121,397,89,0.5267175572519084,0.35555555555555557,0.33884297520661155,0.3425692695214106,0.797752808988764,0.15821256038647344,0.10869565217391304,0.1461352657004831,0.47946859903381644,0.10748792270531402,0.4214975845410628,1.98,25,218
Taurean Prince,2021,F,403,41,56,59,73,139,76,0.5357142857142857,0.288135593220339,0.410958904109589,0.38848920863309355,0.8552631578947368,0.13895781637717122,0.14640198511166252,0.18114143920595532,0.34491315136476425,0.18858560794044665,0.48635235732009924,1.98,26,218
Taurean Prince,2022,F,507,73,60,72,52,234,89,0.7,0.4722222222222222,0.4807692307692308,0.36752136752136755,0.7640449438202247,0.11834319526627218,0.14201183431952663,0.10256410256410256,0.46153846153846156,0.1755424063116371,0.5029585798816568,1.98,27,218
Taurean Prince,2023,F,517,61,73,88,60,210,86,0.6301369863013698,0.5,0.4,0.3904761904761905,0.8372093023255814,0.14119922630560927,0.1702127659574468,0.11605415860735009,0.40618955512572535,0.16634429400386846,0.5183752417794971,1.98,28,218
Taurean Prince,2024,F,688,85,66,112,86,347,77,0.7121212121212122,0.4642857142857143,0.37209302325581395,0.3976945244956772,0.7662337662337663,0.09593023255813954,0.16279069767441862,0.125,0.5043604651162791,0.1119186046511628,0.47674418604651164,1.98,29,218
Taylor Hendricks,2024,F,269,40,30,55,20,135,29,0.8,0.45454545454545453,0.4,0.37777777777777777,0.7931034482758621,0.11152416356877323,0.20446096654275092,0.07434944237918216,0.5018587360594795,0.10780669144981413,0.48698884758364314,2.06,20,215
Tayshaun Prince,2010,F,678,49,131,100,276,73,98,0.7022900763358778,0.42,0.4384057971014493,0.3698630136986301,0.7142857142857143,0.19321533923303835,0.14749262536873156,0.40707964601769914,0.10766961651917405,0.14454277286135694,0.5191740412979351,2.06,29,212
Tayshaun Prince,2011,F,1169,78,201,188,514,98,168,0.7910447761194029,0.44148936170212766,0.3832684824902724,0.3469387755102041,0.7023809523809523,0.17194183062446536,0.16082121471343028,0.43969204448246363,0.08383233532934131,0.1437125748502994,0.5055603079555175,2.06,30,212
